Flag;Absolute Time;Relative Time;Accumulated Distance (km);Speed (km/h);
12564;17/05/2016 11:24:30.48;+1h 22mn 10s 58;22.086;17;
12566;17/05/2016 11:24:30.74;+1h 22mn 10s 84;22.087;18;
12567;17/05/2016 11:24:31.05;+1h 22mn 11s 15;22.089;19;
12569;17/05/2016 11:24:31.31;+1h 22mn 11s 41;22.090;20;
12572;17/05/2016 11:24:31.57;+1h 22mn 11s 67;22.092;21;
12574;17/05/2016 11:24:31.83;+1h 22mn 11s 93;22.093;22;
12578;17/05/2016 11:24:32.09;+1h 22mn 12s 19;22.095;23;
12581;17/05/2016 11:24:32.36;+1h 22mn 12s 46;22.096;24;
12584;17/05/2016 11:24:32.66;+1h 22mn 12s 76;22.099;25;
12587;17/05/2016 11:24:32.92;+1h 22mn 13s 02;22.100;26;
12590;17/05/2016 11:24:33.25;+1h 22mn 13s 35;22.103;27;
12593;17/05/2016 11:24:33.51;+1h 22mn 13s 61;22.105;28;
12594;17/05/2016 11:24:33.77;+1h 22mn 13s 87;22.107;29;
12595;17/05/2016 11:24:34.03;+1h 22mn 14s 13;22.109;30;
12597;17/05/2016 11:24:34.33;+1h 22mn 14s 43;22.112;31;
12602;17/05/2016 11:24:34.72;+1h 22mn 14s 82;22.115;32;
12605;17/05/2016 11:24:35.06;+1h 22mn 15s 16;22.118;33;
12608;17/05/2016 11:24:35.45;+1h 22mn 15s 55;22.122;34;
12612;17/05/2016 11:24:35.87;+1h 22mn 15s 97;22.126;35;
12617;17/05/2016 11:24:36.49;+1h 22mn 16s 59;22.132;36;
12620;17/05/2016 11:24:37.13;+1h 22mn 17s 23;22.138;37;
12622;17/05/2016 11:24:37.91;+1h 22mn 18s 01;22.146;38;
12626;17/05/2016 11:24:38.70;+1h 22mn 18s 80;22.155;39;
12635;17/05/2016 11:24:40.81;+1h 22mn 20s 91;22.178;40;
12642;17/05/2016 11:24:42.66;+1h 22mn 22s 76;22.198;40;
12645;17/05/2016 11:24:43.34;+1h 22mn 23s 44;22.206;39;
12646;17/05/2016 11:24:43.41;+1h 22mn 23s 51;22.207;39;
12648;17/05/2016 11:24:43.60;+1h 22mn 23s 70;22.209;38;
12650;17/05/2016 11:24:43.76;+1h 22mn 23s 86;22.210;37;
12652;17/05/2016 11:24:43.99;+1h 22mn 24s 09;22.213;36;
12653;17/05/2016 11:24:44.14;+1h 22mn 24s 24;22.214;35;
12655;17/05/2016 11:24:44.22;+1h 22mn 24s 32;22.215;35;
12656;17/05/2016 11:24:44.38;+1h 22mn 24s 48;22.216;34;
12657;17/05/2016 11:24:44.51;+1h 22mn 24s 61;22.218;33;
12658;17/05/2016 11:24:44.69;+1h 22mn 24s 79;22.219;32;
12661;17/05/2016 11:24:44.90;+1h 22mn 25s 00;22.221;31;
12662;17/05/2016 11:24:45.06;+1h 22mn 25s 16;22.223;30;
12665;17/05/2016 11:24:45.29;+1h 22mn 25s 39;22.224;29;
12668;17/05/2016 11:24:45.55;+1h 22mn 25s 65;22.226;28;
12673;17/05/2016 11:24:45.97;+1h 22mn 26s 07;22.230;27.5;
12674;17/05/2016 11:24:46.19;+1h 22mn 26s 29;22.231;27;
12696;17/05/2016 11:24:51.12;+1h 22mn 31s 22;22.269;28;
12700;17/05/2016 11:24:51.92;+1h 22mn 32s 02;22.275;29;
12701;17/05/2016 11:24:52.88;+1h 22mn 32s 98;22.283;30;
12703;17/05/2016 11:24:53.84;+1h 22mn 33s 94;22.291;31;
12710;17/05/2016 11:24:55.31;+1h 22mn 35s 41;22.304;32;
12713;17/05/2016 11:24:56.04;+1h 22mn 36s 14;22.310;33;
12716;17/05/2016 11:24:56.82;+1h 22mn 36s 92;22.318;34;
12718;17/05/2016 11:24:57.51;+1h 22mn 37s 61;22.324;35;
12726;17/05/2016 11:24:58.78;+1h 22mn 38s 88;22.337;36;
12729;17/05/2016 11:24:59.69;+1h 22mn 39s 79;22.346;37;
12739;17/05/2016 11:25:03.08;+1h 22mn 43s 18;22.381;36;
12741;17/05/2016 11:25:04.38;+1h 22mn 44s 48;22.394;35;
12755;17/05/2016 11:25:12.80;+1h 22mn 52s 90;22.475;36;
12768;17/05/2016 11:25:23.47;+1h 23mn 3s 57;22.581;36;
12774;17/05/2016 11:25:27.34;+1h 23mn 7s 44;22.619;36;
12777;17/05/2016 11:25:27.62;+1h 23mn 7s 72;22.622;36;
12788;17/05/2016 11:25:35.74;+1h 23mn 15s 84;22.702;35.5;
12789;17/05/2016 11:25:35.84;+1h 23mn 15s 94;22.704;35;
12791;17/05/2016 11:25:36.02;+1h 23mn 16s 12;22.705;35;
12805;17/05/2016 11:25:40.82;+1h 23mn 20s 92;22.752;36;
12810;17/05/2016 11:25:42.14;+1h 23mn 22s 24;22.765;36.5;
12811;17/05/2016 11:25:42.30;+1h 23mn 22s 40;22.767;36.5;
12817;17/05/2016 11:25:43.15;+1h 23mn 23s 25;22.775;37;
12827;17/05/2016 11:25:48.18;+1h 23mn 28s 28;22.827;37.5;
12829;17/05/2016 11:25:48.42;+1h 23mn 28s 52;22.830;37.5;
12841;17/05/2016 11:25:56.58;+1h 23mn 36s 68;22.916;37.5;
12843;17/05/2016 11:25:56.83;+1h 23mn 36s 93;22.918;37.5;
12857;17/05/2016 11:26:03.60;+1h 23mn 43s 70;22.988;36;
12862;17/05/2016 11:26:04.83;+1h 23mn 44s 93;23.000;36;
12863;17/05/2016 11:26:07.35;+1h 23mn 47s 45;23.025;35;
12865;17/05/2016 11:26:08.52;+1h 23mn 48s 62;23.036;34;
12875;17/05/2016 11:26:12.53;+1h 23mn 52s 63;23.074;33;
12878;17/05/2016 11:26:13.90;+1h 23mn 54s 00;23.086;32;
12884;17/05/2016 11:26:16.58;+1h 23mn 56s 68;23.110;33;
12888;17/05/2016 11:26:19.18;+1h 23mn 59s 28;23.134;34;
12890;17/05/2016 11:26:21.33;+1h 24mn 1s 43;23.155;35;
12895;17/05/2016 11:26:23.53;+1h 24mn 3s 63;23.177;35.5;
12897;17/05/2016 11:26:24.06;+1h 24mn 4s 16;23.182;36;
12913;17/05/2016 11:26:34.14;+1h 24mn 14s 24;23.282;35;
12917;17/05/2016 11:26:34.96;+1h 24mn 15s 06;23.290;34;
12919;17/05/2016 11:26:35.68;+1h 24mn 15s 78;23.297;33;
12920;17/05/2016 11:26:36.40;+1h 24mn 16s 50;23.303;32;
12924;17/05/2016 11:26:37.14;+1h 24mn 17s 24;23.310;31;
12930;17/05/2016 11:26:38.46;+1h 24mn 18s 56;23.321;30;
12933;17/05/2016 11:26:40.21;+1h 24mn 20s 31;23.335;29;
12937;17/05/2016 11:26:41.90;+1h 24mn 22s 00;23.349;28;
12948;17/05/2016 11:26:45.54;+1h 24mn 25s 64;23.377;27;
12951;17/05/2016 11:26:47.46;+1h 24mn 27s 56;23.391;26;
12956;17/05/2016 11:26:49.95;+1h 24mn 30s 05;23.408;25.5;
12958;17/05/2016 11:26:50.10;+1h 24mn 30s 20;23.410;25;
12959;17/05/2016 11:26:50.23;+1h 24mn 30s 33;23.410;25;
12966;17/05/2016 11:26:51.21;+1h 24mn 31s 31;23.417;24;
12969;17/05/2016 11:26:51.47;+1h 24mn 31s 57;23.418;24;
12971;17/05/2016 11:26:51.71;+1h 24mn 31s 81;23.420;23.5;
12973;17/05/2016 11:26:52.12;+1h 24mn 32s 22;23.423;23;
12981;17/05/2016 11:26:53.03;+1h 24mn 33s 13;23.429;22;
12983;17/05/2016 11:26:53.19;+1h 24mn 33s 29;23.430;22;
12986;17/05/2016 11:26:53.51;+1h 24mn 33s 61;23.431;21.5;
12987;17/05/2016 11:26:53.61;+1h 24mn 33s 71;23.432;21;
12990;17/05/2016 11:26:53.83;+1h 24mn 33s 93;23.433;21;
12993;17/05/2016 11:26:54.12;+1h 24mn 34s 22;23.435;20.5;
12994;17/05/2016 11:26:54.15;+1h 24mn 34s 25;23.435;20.5;
12995;17/05/2016 11:26:54.19;+1h 24mn 34s 29;23.435;20;
13000;17/05/2016 11:26:54.58;+1h 24mn 34s 68;23.437;19;
13001;17/05/2016 11:26:54.67;+1h 24mn 34s 77;23.438;19;
13003;17/05/2016 11:26:54.84;+1h 24mn 34s 94;23.439;18;
13006;17/05/2016 11:26:55.10;+1h 24mn 35s 20;23.440;17;
13008;17/05/2016 11:26:55.24;+1h 24mn 35s 34;23.441;16;
13010;17/05/2016 11:26:55.43;+1h 24mn 35s 53;23.442;15;
13013;17/05/2016 11:26:55.63;+1h 24mn 35s 73;23.442;14;
13014;17/05/2016 11:26:55.81;+1h 24mn 35s 91;23.443;13;
13015;17/05/2016 11:26:56.00;+1h 24mn 36s 10;23.444;12.5;
13016;17/05/2016 11:26:56.01;+1h 24mn 36s 11;23.444;12;
13017;17/05/2016 11:26:56.20;+1h 24mn 36s 30;23.444;11;
13020;17/05/2016 11:26:56.40;+1h 24mn 36s 50;23.445;10;
13022;17/05/2016 11:26:56.54;+1h 24mn 36s 64;23.445;9;
13024;17/05/2016 11:26:56.70;+1h 24mn 36s 80;23.446;8;
13027;17/05/2016 11:26:56.91;+1h 24mn 37s 01;23.446;7;
13028;17/05/2016 11:26:57.04;+1h 24mn 37s 14;23.446;6;
13031;17/05/2016 11:26:57.18;+1h 24mn 37s 28;23.447;5;
13033;17/05/2016 11:26:57.35;+1h 24mn 37s 45;23.447;4;
13037;17/05/2016 11:26:57.76;+1h 24mn 37s 86;23.447;3;
13048;17/05/2016 11:26:59.11;+1h 24mn 39s 21;23.448;2.5;
13064;17/05/2016 11:27:01.78;+1h 24mn 41s 88;23.450;4;
13065;17/05/2016 11:27:02.22;+1h 24mn 42s 32;23.450;5;
13067;17/05/2016 11:27:02.64;+1h 24mn 42s 74;23.451;6;
13069;17/05/2016 11:27:03.12;+1h 24mn 43s 22;23.452;7;
13072;17/05/2016 11:27:03.64;+1h 24mn 43s 74;23.453;8;
13075;17/05/2016 11:27:04.23;+1h 24mn 44s 33;23.454;9;
13084;17/05/2016 11:27:06.23;+1h 24mn 46s 33;23.460;9;
13090;17/05/2016 11:27:07.54;+1h 24mn 47s 64;23.463;8;
13092;17/05/2016 11:27:08.08;+1h 24mn 48s 18;23.464;7;
13095;17/05/2016 11:27:08.61;+1h 24mn 48s 71;23.465;6;
13099;17/05/2016 11:27:09.20;+1h 24mn 49s 30;23.466;5;
13103;17/05/2016 11:27:09.85;+1h 24mn 49s 95;23.467;4;
13106;17/05/2016 11:27:10.49;+1h 24mn 50s 59;23.467;3;
13111;17/05/2016 11:27:11.39;+1h 24mn 51s 49;23.468;2.5;
13120;17/05/2016 11:27:12.99;+1h 24mn 53s 09;23.469;2.5;
13124;17/05/2016 11:27:13.75;+1h 24mn 53s 85;23.470;2;
13128;17/05/2016 11:27:13.91;+1h 24mn 54s 01;23.470;2;
13129;17/05/2016 11:27:13.96;+1h 24mn 54s 06;23.470;2;
13130;17/05/2016 11:27:14.01;+1h 24mn 54s 11;23.470;1.5;
13131;17/05/2016 11:27:14.03;+1h 24mn 54s 13;23.470;1.5;
13133;17/05/2016 11:27:14.31;+1h 24mn 54s 41;23.470;1.5;
13142;17/05/2016 11:27:16.05;+1h 24mn 56s 15;23.470;1;
13143;17/05/2016 11:27:16.18;+1h 24mn 56s 28;23.470;0;
13145;17/05/2016 11:27:17.32;+1h 24mn 57s 42;23.470;0;
13146;17/05/2016 11:27:17.56;+1h 24mn 57s 66;23.470;0;
13147;17/05/2016 11:27:17.96;+1h 24mn 58s 06;23.470;0;
13149;17/05/2016 11:27:23.56;+1h 25mn 3s 66;23.470;0;
13152;17/05/2016 11:27:37.53;+1h 25mn 17s 63;23.470;0;
13153;17/05/2016 11:27:41.17;+1h 25mn 21s 27;23.470;0;
13154;17/05/2016 11:27:41.72;+1h 25mn 21s 82;23.470;0;
13164;17/05/2016 11:27:49.46;+1h 25mn 29s 56;23.470;1;
13165;17/05/2016 11:27:49.48;+1h 25mn 29s 58;23.470;1;
13168;17/05/2016 11:27:49.88;+1h 25mn 29s 98;23.471;2;
13170;17/05/2016 11:27:50.35;+1h 25mn 30s 45;23.471;3;
13173;17/05/2016 11:27:50.74;+1h 25mn 30s 84;23.471;4;
13177;17/05/2016 11:27:51.05;+1h 25mn 31s 15;23.472;4.5;
13178;17/05/2016 11:27:51.12;+1h 25mn 31s 22;23.472;4.5;
13179;17/05/2016 11:27:51.13;+1h 25mn 31s 23;23.472;4.5;
13181;17/05/2016 11:27:51.20;+1h 25mn 31s 30;23.472;5;
13186;17/05/2016 11:27:51.82;+1h 25mn 31s 92;23.473;6;
13190;17/05/2016 11:27:52.42;+1h 25mn 32s 52;23.474;7;
13196;17/05/2016 11:27:53.26;+1h 25mn 33s 36;23.476;8;
13201;17/05/2016 11:27:53.98;+1h 25mn 34s 08;23.477;9;
13205;17/05/2016 11:27:54.77;+1h 25mn 34s 87;23.479;10;
13207;17/05/2016 11:27:55.65;+1h 25mn 35s 75;23.482;11;
13209;17/05/2016 11:27:56.37;+1h 25mn 36s 47;23.484;12;
13214;17/05/2016 11:27:57.37;+1h 25mn 37s 47;23.488;13;
13231;17/05/2016 11:28:13.77;+1h 25mn 53s 87;23.548;13;
13234;17/05/2016 11:28:14.02;+1h 25mn 54s 12;23.549;13;
13238;17/05/2016 11:28:14.58;+1h 25mn 54s 68;23.551;12;
13241;17/05/2016 11:28:14.93;+1h 25mn 55s 03;23.552;11;
13243;17/05/2016 11:28:15.19;+1h 25mn 55s 29;23.553;10;
13244;17/05/2016 11:28:15.34;+1h 25mn 55s 44;23.553;9;
13246;17/05/2016 11:28:15.58;+1h 25mn 55s 68;23.554;8;
13248;17/05/2016 11:28:15.84;+1h 25mn 55s 94;23.554;7;
13249;17/05/2016 11:28:15.86;+1h 25mn 55s 96;23.555;7;
13252;17/05/2016 11:28:16.14;+1h 25mn 56s 24;23.555;6;
13256;17/05/2016 11:28:16.50;+1h 25mn 56s 60;23.556;5;
13259;17/05/2016 11:28:16.82;+1h 25mn 56s 92;23.556;4;
13262;17/05/2016 11:28:17.13;+1h 25mn 57s 23;23.556;3;
13264;17/05/2016 11:28:17.40;+1h 25mn 57s 50;23.556;2;
13270;17/05/2016 11:28:17.70;+1h 25mn 57s 80;23.557;2;
13272;17/05/2016 11:28:17.74;+1h 25mn 57s 84;23.557;2;
13273;17/05/2016 11:28:17.77;+1h 25mn 57s 87;23.557;2;
13276;17/05/2016 11:28:18.01;+1h 25mn 58s 11;23.557;2;
13290;17/05/2016 11:28:20.36;+1h 26mn 0s 46;23.558;3;
13292;17/05/2016 11:28:20.80;+1h 26mn 0s 90;23.558;4;
13297;17/05/2016 11:28:21.14;+1h 26mn 1s 24;23.559;4.5;
13298;17/05/2016 11:28:21.17;+1h 26mn 1s 27;23.559;4.5;
13299;17/05/2016 11:28:21.18;+1h 26mn 1s 28;23.559;4.5;
13300;17/05/2016 11:28:21.26;+1h 26mn 1s 36;23.559;5;
13302;17/05/2016 11:28:21.68;+1h 26mn 1s 78;23.560;6;
13304;17/05/2016 11:28:22.17;+1h 26mn 2s 27;23.561;7;
13307;17/05/2016 11:28:22.69;+1h 26mn 2s 79;23.562;8;
13312;17/05/2016 11:28:23.36;+1h 26mn 3s 46;23.563;9;
13315;17/05/2016 11:28:23.59;+1h 26mn 3s 69;23.564;9;
13318;17/05/2016 11:28:24.82;+1h 26mn 4s 92;23.567;10;
13323;17/05/2016 11:28:26.31;+1h 26mn 6s 41;23.571;11;
13329;17/05/2016 11:28:31.21;+1h 26mn 11s 31;23.586;11;
13334;17/05/2016 11:28:32.18;+1h 26mn 12s 28;23.589;10;
13337;17/05/2016 11:28:32.66;+1h 26mn 12s 76;23.590;9;
13339;17/05/2016 11:28:33.10;+1h 26mn 13s 20;23.591;8;
13342;17/05/2016 11:28:33.55;+1h 26mn 13s 65;23.592;7;
13346;17/05/2016 11:28:34.12;+1h 26mn 14s 22;23.593;6;
13350;17/05/2016 11:28:34.71;+1h 26mn 14s 81;23.594;5;
13354;17/05/2016 11:28:35.37;+1h 26mn 15s 47;23.595;5;
13367;17/05/2016 11:28:37.97;+1h 26mn 18s 07;23.599;5;
13371;17/05/2016 11:28:38.76;+1h 26mn 18s 86;23.600;4;
13376;17/05/2016 11:28:39.53;+1h 26mn 19s 63;23.600;3.5;
13378;17/05/2016 11:28:39.76;+1h 26mn 19s 86;23.601;3;
13379;17/05/2016 11:28:39.82;+1h 26mn 19s 92;23.601;2;
13383;17/05/2016 11:28:40.01;+1h 26mn 20s 11;23.601;1.5;
13384;17/05/2016 11:28:40.06;+1h 26mn 20s 16;23.601;1.5;
13385;17/05/2016 11:28:40.10;+1h 26mn 20s 20;23.601;1.5;
13386;17/05/2016 11:28:40.13;+1h 26mn 20s 23;23.601;1.5;
13389;17/05/2016 11:28:40.46;+1h 26mn 20s 56;23.601;1.5;
13394;17/05/2016 11:28:41.44;+1h 26mn 21s 54;23.601;1;
13395;17/05/2016 11:28:41.46;+1h 26mn 21s 56;23.601;0;
13398;17/05/2016 11:28:41.78;+1h 26mn 21s 88;23.601;0;
13402;17/05/2016 11:28:44.58;+1h 26mn 24s 68;23.601;0;
13404;17/05/2016 11:28:45.13;+1h 26mn 25s 23;23.601;0;
13406;17/05/2016 11:28:45.17;+1h 26mn 25s 27;23.601;0;
13407;17/05/2016 11:28:45.21;+1h 26mn 25s 31;23.601;0;
13408;17/05/2016 11:28:45.21;+1h 26mn 25s 31;23.601;0;
13409;17/05/2016 11:28:45.21;+1h 26mn 25s 31;23.601;0;
13410;17/05/2016 11:28:45.38;+1h 26mn 25s 48;23.601;0;
13412;17/05/2016 11:28:45.41;+1h 26mn 25s 51;23.601;0;
13421;17/05/2016 11:29:23.63;+1h 27mn 3s 73;23.601;0;
13422;17/05/2016 11:29:24.31;+1h 27mn 4s 41;23.601;0;
13423;17/05/2016 11:29:24.33;+1h 27mn 4s 43;23.601;0;
13424;17/05/2016 11:29:24.33;+1h 27mn 4s 43;23.601;0;
13425;17/05/2016 11:29:24.33;+1h 27mn 4s 43;23.601;0;
13426;17/05/2016 11:29:24.34;+1h 27mn 4s 44;23.601;0;
13427;17/05/2016 11:29:24.35;+1h 27mn 4s 45;23.601;0;
13433;17/05/2016 11:29:25.62;+1h 27mn 5s 72;23.601;0;
13434;17/05/2016 11:29:25.63;+1h 27mn 5s 73;23.601;0;
13435;17/05/2016 11:29:25.95;+1h 27mn 6s 05;23.601;0;
13442;17/05/2016 11:29:30.19;+1h 27mn 10s 29;23.601;0;
13447;17/05/2016 11:29:37.35;+1h 27mn 17s 45;23.601;0;
13448;17/05/2016 11:29:39.47;+1h 27mn 19s 57;23.601;0;
13450;17/05/2016 11:30:23.67;+1h 28mn 3s 77;23.601;0;
13453;17/05/2016 11:30:40.88;+1h 28mn 20s 98;23.601;0;
13479;17/05/2016 11:31:23.72;+1h 29mn 3s 82;23.601;0;
13485;17/05/2016 11:31:25.48;+1h 29mn 5s 58;23.601;0;
13488;17/05/2016 11:31:25.92;+1h 29mn 6s 02;23.601;1;
13493;17/05/2016 11:31:26.83;+1h 29mn 6s 93;23.602;2;
13494;17/05/2016 11:31:27.73;+1h 29mn 7s 83;23.602;3;
13505;17/05/2016 11:31:30.99;+1h 29mn 11s 09;23.606;4;
13508;17/05/2016 11:31:31.45;+1h 29mn 11s 55;23.606;4;
13509;17/05/2016 11:31:31.53;+1h 29mn 11s 63;23.606;4;
13513;17/05/2016 11:31:32.67;+1h 29mn 12s 77;23.608;5;
13523;17/05/2016 11:31:35.11;+1h 29mn 15s 21;23.611;6;
13528;17/05/2016 11:31:36.20;+1h 29mn 16s 30;23.613;7;
13532;17/05/2016 11:31:37.18;+1h 29mn 17s 28;23.615;8;
13535;17/05/2016 11:31:38.15;+1h 29mn 18s 25;23.618;9;
13537;17/05/2016 11:31:39.44;+1h 29mn 19s 54;23.621;10;
13541;17/05/2016 11:31:40.41;+1h 29mn 20s 51;23.624;11;
13544;17/05/2016 11:31:41.20;+1h 29mn 21s 30;23.627;12;
13547;17/05/2016 11:31:42.00;+1h 29mn 22s 10;23.629;13;
13552;17/05/2016 11:31:43.40;+1h 29mn 23s 50;23.635;14;
13563;17/05/2016 11:31:48.46;+1h 29mn 28s 56;23.654;15;
13565;17/05/2016 11:31:49.34;+1h 29mn 29s 44;23.658;16;
13571;17/05/2016 11:31:50.42;+1h 29mn 30s 52;23.663;17;
13587;17/05/2016 11:32:01.04;+1h 29mn 41s 14;23.713;17;
13592;17/05/2016 11:32:01.78;+1h 29mn 41s 88;23.717;16;
13596;17/05/2016 11:32:02.39;+1h 29mn 42s 49;23.719;15;
13604;17/05/2016 11:32:03.36;+1h 29mn 43s 46;23.723;14.5;
13614;17/05/2016 11:32:04.84;+1h 29mn 44s 94;23.729;14.5;
13618;17/05/2016 11:32:05.53;+1h 29mn 45s 63;23.732;14;
13623;17/05/2016 11:32:06.65;+1h 29mn 46s 75;23.736;13;
13629;17/05/2016 11:32:07.60;+1h 29mn 47s 70;23.739;13;
13643;17/05/2016 11:32:11.46;+1h 29mn 51s 56;23.753;12.5;
13646;17/05/2016 11:32:11.96;+1h 29mn 52s 06;23.754;12.5;
13648;17/05/2016 11:32:11.99;+1h 29mn 52s 09;23.755;12;
13651;17/05/2016 11:32:12.37;+1h 29mn 52s 47;23.756;11;
13653;17/05/2016 11:32:12.61;+1h 29mn 52s 71;23.756;10;
13655;17/05/2016 11:32:12.77;+1h 29mn 52s 87;23.757;9;
13656;17/05/2016 11:32:12.99;+1h 29mn 53s 09;23.757;8;
13658;17/05/2016 11:32:13.12;+1h 29mn 53s 22;23.758;7;
13660;17/05/2016 11:32:13.29;+1h 29mn 53s 39;23.758;6;
13661;17/05/2016 11:32:13.33;+1h 29mn 53s 43;23.758;6;
13662;17/05/2016 11:32:13.46;+1h 29mn 53s 56;23.758;5;
13665;17/05/2016 11:32:13.71;+1h 29mn 53s 81;23.759;4;
13668;17/05/2016 11:32:13.93;+1h 29mn 54s 03;23.759;3;
13671;17/05/2016 11:32:14.18;+1h 29mn 54s 28;23.759;2;
13676;17/05/2016 11:32:14.46;+1h 29mn 54s 56;23.759;1.5;
13677;17/05/2016 11:32:14.46;+1h 29mn 54s 56;23.759;1.5;
13678;17/05/2016 11:32:14.49;+1h 29mn 54s 59;23.759;1.5;
13687;17/05/2016 11:32:15.45;+1h 29mn 55s 55;23.759;1;
13693;17/05/2016 11:32:16.63;+1h 29mn 56s 73;23.759;0;
13700;17/05/2016 11:32:17.65;+1h 29mn 57s 75;23.760;1;
13703;17/05/2016 11:32:17.81;+1h 29mn 57s 91;23.760;1.5;
13706;17/05/2016 11:32:18.07;+1h 29mn 58s 17;23.760;2;
13712;17/05/2016 11:32:18.87;+1h 29mn 58s 97;23.760;3;
13716;17/05/2016 11:32:19.47;+1h 29mn 59s 57;23.761;4;
13720;17/05/2016 11:32:19.74;+1h 29mn 59s 84;23.761;4.5;
13721;17/05/2016 11:32:19.81;+1h 29mn 59s 91;23.761;4.5;
13722;17/05/2016 11:32:19.82;+1h 29mn 59s 92;23.761;4.5;
13723;17/05/2016 11:32:19.94;+1h 30mn 0s 04;23.761;5;
13728;17/05/2016 11:32:20.64;+1h 30mn 0s 74;23.763;6;
13733;17/05/2016 11:32:22.01;+1h 30mn 2s 11;23.765;6;
13739;17/05/2016 11:32:23.36;+1h 30mn 3s 46;23.767;5;
13742;17/05/2016 11:32:23.74;+1h 30mn 3s 84;23.768;4.5;
13743;17/05/2016 11:32:23.78;+1h 30mn 3s 88;23.768;4;
13746;17/05/2016 11:32:24.26;+1h 30mn 4s 36;23.768;3;
13750;17/05/2016 11:32:24.78;+1h 30mn 4s 88;23.768;2;
13755;17/05/2016 11:32:25.02;+1h 30mn 5s 12;23.769;2;
13756;17/05/2016 11:32:25.02;+1h 30mn 5s 12;23.769;2;
13757;17/05/2016 11:32:25.05;+1h 30mn 5s 15;23.769;1.5;
13759;17/05/2016 11:32:25.35;+1h 30mn 5s 45;23.769;1;
13763;17/05/2016 11:32:25.93;+1h 30mn 6s 03;23.769;1;
13766;17/05/2016 11:32:26.21;+1h 30mn 6s 31;23.769;1;
13770;17/05/2016 11:32:26.57;+1h 30mn 6s 67;23.769;1;
13774;17/05/2016 11:32:27.36;+1h 30mn 7s 46;23.769;0;
13776;17/05/2016 11:32:28.97;+1h 30mn 9s 07;23.769;0;
13777;17/05/2016 11:32:29.09;+1h 30mn 9s 19;23.769;0;
13778;17/05/2016 11:32:29.21;+1h 30mn 9s 31;23.769;0;
13779;17/05/2016 11:32:29.33;+1h 30mn 9s 43;23.769;0;
13784;17/05/2016 11:32:46.39;+1h 30mn 26s 49;23.769;0;
13786;17/05/2016 11:32:48.03;+1h 30mn 28s 13;23.769;0;
13789;17/05/2016 11:32:50.69;+1h 30mn 30s 79;23.769;0;
13796;17/05/2016 11:32:55.54;+1h 30mn 35s 64;23.769;0.5;
13798;17/05/2016 11:32:55.76;+1h 30mn 35s 86;23.769;1;
13801;17/05/2016 11:32:56.34;+1h 30mn 36s 44;23.769;2;
13804;17/05/2016 11:32:56.86;+1h 30mn 36s 96;23.770;3;
13807;17/05/2016 11:32:57.30;+1h 30mn 37s 40;23.770;4;
13810;17/05/2016 11:32:57.63;+1h 30mn 37s 73;23.771;4.5;
13811;17/05/2016 11:32:57.66;+1h 30mn 37s 76;23.771;4.5;
13812;17/05/2016 11:32:57.67;+1h 30mn 37s 77;23.771;4.5;
13813;17/05/2016 11:32:57.76;+1h 30mn 37s 86;23.771;5;
13816;17/05/2016 11:32:58.18;+1h 30mn 38s 28;23.771;6;
13818;17/05/2016 11:32:58.66;+1h 30mn 38s 76;23.772;7;
13819;17/05/2016 11:32:59.11;+1h 30mn 39s 21;23.773;8;
13821;17/05/2016 11:32:59.57;+1h 30mn 39s 67;23.774;9;
13823;17/05/2016 11:33:00.01;+1h 30mn 40s 11;23.776;10;
13824;17/05/2016 11:33:00.48;+1h 30mn 40s 58;23.777;11;
13827;17/05/2016 11:33:00.89;+1h 30mn 40s 99;23.778;12;
13829;17/05/2016 11:33:01.32;+1h 30mn 41s 42;23.780;13;
13831;17/05/2016 11:33:01.78;+1h 30mn 41s 88;23.781;14;
13833;17/05/2016 11:33:02.16;+1h 30mn 42s 26;23.783;15;
13835;17/05/2016 11:33:02.57;+1h 30mn 42s 67;23.785;16;
13837;17/05/2016 11:33:02.98;+1h 30mn 43s 08;23.787;17;
13838;17/05/2016 11:33:03.41;+1h 30mn 43s 51;23.789;18;
13841;17/05/2016 11:33:03.85;+1h 30mn 43s 95;23.791;19;
13844;17/05/2016 11:33:04.24;+1h 30mn 44s 34;23.793;20;
13845;17/05/2016 11:33:04.67;+1h 30mn 44s 77;23.796;21;
13849;17/05/2016 11:33:05.14;+1h 30mn 45s 24;23.798;22;
13853;17/05/2016 11:33:05.60;+1h 30mn 45s 70;23.801;23;
13855;17/05/2016 11:33:06.12;+1h 30mn 46s 22;23.805;24;
13858;17/05/2016 11:33:06.72;+1h 30mn 46s 82;23.809;25;
13865;17/05/2016 11:33:07.60;+1h 30mn 47s 70;23.815;26;
13871;17/05/2016 11:33:09.84;+1h 30mn 49s 94;23.831;27;
13873;17/05/2016 11:33:11.28;+1h 30mn 51s 38;23.842;28;
13875;17/05/2016 11:33:12.52;+1h 30mn 52s 62;23.852;29;
13876;17/05/2016 11:33:13.36;+1h 30mn 53s 46;23.859;30;
13878;17/05/2016 11:33:14.46;+1h 30mn 54s 56;23.868;31;
13880;17/05/2016 11:33:15.37;+1h 30mn 55s 47;23.876;32;
13883;17/05/2016 11:33:16.20;+1h 30mn 56s 30;23.884;33;
13888;17/05/2016 11:33:17.14;+1h 30mn 57s 24;23.892;33.5;
13889;17/05/2016 11:33:17.38;+1h 30mn 57s 48;23.895;33.5;
